doy,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0.093,0,0,0,
306,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0.093,0,0,0,0
307,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0
308,0,0,0,0,0,0,0,0,0.175,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0.162,0,0,0,0.079,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0.079,0,0,0,0.079,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0.079,0,0,0,0.079,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0.079,0,0,0,0.079,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0.079,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0.079,0,0.079,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0.079,0,0.079,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0.079,0,0.079,0,0,0,0,0,0.079,0.079,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0.079,0,0.079,0,0,0,0,0,0,0.079,0,0.097,0,0,0,0.182,0,0,0,0,0
318,0,0,0,0,0.079,0,0,0,0,0,0.078,0.079,0,0.097,0,0,0,0.168,0,0,0,0,0
319,0,0,0,0,0.175,0,0,0,0,0,0.091,0.079,0,0.097,0,0,0,0.168,0,0,0,0,0
320,0,0,0,0,0.175,0,0,0,0.079,0,0.586,0.079,0,0.097,0,0,0,0.168,0,0,0,0,0
321,0.175,0,0,0.097,0.175,0,0,0,0.079,0,0.586,0.079,0,0,0,0,0,0,0,0,0,0,0
322,0.175,0,0,0.097,0.079,0,0,0,0.079,0,0.62,0.079,0,0,0,0,0,0,0,0,0,0,0
323,0.175,0,0,0.115,0.079,0,0,0,0.079,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0
324,0.175,0,0,0.115,0.259,0,0.097,0.072,0.079,0,0.524,0,0,0,0,0,0,0,0,0.096,0,0,0
325,0.175,0,0,0,0.524,0,0.344,0.072,0.079,0,0.524,0,0,0.181,0,0,0.151,0.082,0,0.096,0,0,0
326,0.079,0,0,0.27,0.524,0,0.428,0.072,0,0,0.524,0,0,0.181,0,0,0.151,0.079,0,0.096,0,0,0
327,0,0,0,0.301,0.524,0,0.428,0,0,0,0.524,0,0,0.181,0,0,0.213,0.079,0,0,0,0,0
328,0,0.079,0,0.301,0.524,0,0.428,0,0,0,0.524,0,0,0.32,0,0,0.213,0.079,0,0,0,0,0
329,0,0.079,0,0.675,0.524,0,0.428,0,0,0,0.428,0,0,0.456,0,0,0.151,0.079,0,0,0,0.009,0
330,0,0.079,0,0.932,0.524,0,0.428,0,0,0,0.428,0,0,0.706,0,0,0.079,0,0,0,0,0.025,0
331,0,0.079,0,0.94,0.151,0,0.332,0,0,0,0.367,0,0,0.706,0,0,0.079,0,0,0,0,0.1,0
332,0,0.079,0,0.854,0,0,0.248,0,0,0,0.367,0,0,0.706,0,0,0.079,0,0,0,0,0.017,0
333,0.269,0.079,0,0.866,0,0,0.248,0.27,0,0,0.367,0,0,0.524,0,0,0.079,0,0,0,0,0.016,0
334,0.293,0,0,0.785,0,0,0.248,0.079,0,0,0.248,0,0,0.524,0,0.19,0.079,0,0,0,0.079,0.008,0.079
335,0.293,0,0,0.785,0,0,0.189,0.079,0,0,0.248,0,0,0.524,0.079,0.361,0.079,0,0,0,0.079,0.008,0.079
336,0.234,0,0,0.785,0,0,0.189,0.079,0,0,0.248,0,0,0.428,0.079,0.861,0,0,0,0,0.079,0.008,0.079
337,0.234,0,0,0.785,0,0,0.189,0.079,0,0,0.248,0,0,0.259,0.079,0.861,0,0,0,0,0.079,0.008,0.079
338,0.234,0,0,0.785,0,0,0.189,0,0,0,0.248,0.096,0,0.259,0.079,0.861,0,0,0,0,0.079,0.008,0.079
339,0.234,0,0,0.785,0,0,0.189,0,0,0,0.27,0.485,0,0.259,0.079,0.597,0,0,0,0,0,0,0.079
340,0.259,0,0,0.785,0,0,0.189,0,0,0.003,0.27,0.581,0,0.175,0.079,0.597,0.597,0,0,0,0,0,0.079
341,0.259,0,0,0.735,0,0,0.524,0,0,0.003,0.27,1,0,0.175,0.079,0.597,0.599,0,0,0,0,0,0.079
342,0.259,0,0,0.735,0,0,0.597,0,0.085,0,0.332,0.858,0,0.175,0.079,0.597,0.693,0,0.175,0,0.259,0,0.079
343,0.259,0,0,0.735,0,0,0.597,0.175,0.095,0,0.597,0.834,0.728,0.22,0.079,0.597,0.597,0,0.259,0,0.259,0,0
344,0.259,0.097,0,0.597,0,0,0.597,0.175,0.095,0,0.597,0.69,0.728,0.079,0.079,0.597,0.597,0,0.259,0,0.312,0,0
345,0.259,0.597,0,0.597,0,0,0.524,0.175,0.095,0.333,0.597,0.661,0.728,0.079,0.079,0.56,0.597,0.096,0.259,0,0.279,0,0
346,0.259,0.597,0,0.597,0,0,0.524,0.175,0.095,0.881,0.597,0.434,0.952,0.079,0.079,0.56,0.524,0.079,0.259,0,0.279,0,0
347,0.428,0.693,0,0.597,0,0,0.428,0.079,0.095,0.881,0.597,0.662,0.881,0.079,0.079,0.662,0.524,0.079,0.175,0,0.189,0,0
348,0.332,0.597,0,0.597,0,0,0.428,0,0.095,0.881,0.597,0.662,0.881,0,0.151,0.662,0.332,0.079,0.175,0.14,0.189,0,0.193
349,0.332,0.597,0,0.524,0,0,0.428,0,0,0.881,0.597,0.662,0.881,0,0.151,0.657,0.191,0.079,0.079,0.215,0.114,0,0.344
350,0.428,0.597,0,0.597,0.175,0,0.428,0,0,0.881,0.5,0.597,0.881,0,0.151,0.854,0.191,0.079,0.079,0.294,0.505,0,0.428
351,0.332,0.565,,0.597,0.175,0,0.428,0,0.5,0.881,0.428,0.597,0.881,0,0.079,0.782,0.191,0.079,0.079,0.294,0.544,0,0.428
352,0.332,0.69,,0.597,0.214,0,0.376,0,0.3,0.879,0.428,0.524,0.881,0,0.079,0.787,0.175,0.079,0.079,0.294,0.743,0,0.428
353,0.332,0.787,,0.597,0.234,0,0.376,0,0.208,0.693,0.376,0.474,0.788,0,0.079,0.693,0.079,0.259,0.079,0.079,0.743,0,0.428
354,0.5,0.787,,0.597,0.234,0,0.376,0,0.3,0.597,0.27,0.657,0.788,0,0.079,0.693,0.079,0.428,0.079,0.079,0.743,0,0.428
355,0.69,0.787,,0.487,0.234,0,0.428,0,0.3,0.597,0.27,0.69,0.597,0.214,0.079,0.597,0,0.428,0.079,0.079,0.683,0.179,0.5
356,0.69,0.787,,0.406,0.351,0.079,0.428,,0.259,0.597,0.191,0.69,0.693,0.259,0.079,0.597,0.079,0.332,0.079,0.079,0.645,0.179,0.594
357,0.69,0.787,,0.406,0.653,0.079,0.428,,0.259,0.597,0.191,0.69,0.693,0.259,0.079,0.597,0.597,0.357,0.079,0.079,0.597,0.179,0.662
358,0.69,0.787,0.881,0.597,0.831,0.079,0.428,1,0.259,0.597,0.524,0.597,0.597,0.332,0.079,0.597,0.597,0.357,0,0.079,0.597,0.157,0.69
359,0.69,0.693,0.881,0.597,0.947,0.079,0.428,0.634,0.259,0.597,0.688,0.597,0.597,0.332,0,0.524,0.657,0.14,0.105,0.175,0.597,0.581,0.69
360,0.69,0.76,0.881,0.597,0.947,0.344,0.344,0.599,0.259,0.597,0.688,0.597,0.597,0.259,0,0.693,0.657,0.14,0.105,0.079,0.597,0.585,0.69
361,0.524,0.597,0.881,0.597,0.869,0.693,0.344,0.599,0.175,0.597,0.597,0.597,0.597,0.175,0,0.787,0.657,0.14,0.105,0.079,0.597,0.585,0.597
362,0.452,0.597,0.881,0.597,0.869,0.693,0.344,0.597,0.175,0.524,0.597,0.597,0.597,0.175,0,0.881,0.551,0.161,1,0.079,0.597,0.515,0.597
363,0.175,0.597,0.881,0.524,0.869,0.693,0.344,0.597,0.183,0.554,0.597,0.597,0.597,0.175,0,0.881,0.471,0.606,,0.079,0.597,0.473,0.597
364,0.175,0.597,0.881,0.524,0.869,0.693,0.344,0.597,0.183,0.554,0.597,0.597,0.524,0.175,0,0.787,0.267,0.597,,0.079,0.597,0.22,0.597
365,0.175,0.597,0.881,0.524,0.766,0.597,0.274,0.597,0.176,0.657,0.597,0.597,0.42,0.175,0.097,0.688,0.267,0.597,1,0.079,0.597,0.155,0.597
