doy,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,0,0,0,0,0,0,0,0,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0.085,
306,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0
307,0,0,0,0,0.116,0,0,0,0.355,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0.116,0,0,0,0.254,0,0.254,0,0,0,0,0,0,0,0,0.222,0,0,0
309,0,0,0,0,0.114,0,0,0,0.254,0,0.254,0,0,0,0,0,0,0,0,0.201,0,0,0
310,0,0,0,0,0.154,0,0,0,0.154,0,0.254,0,0,0,0,0,0,0,0,0.201,0,0,0
311,0,0,0,0,0.154,0,0,0,0.154,0,0.254,0,0,0,0,0,0,0,0,0.201,0,0,0
312,0,0,0,0,0.154,0,0,0,0.154,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0.126,0,0.154,0,0,0,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0.254,0,0.154,0,0,0,0.069,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0.254,0,0.154,0,0,0,0.069,0,0.085,0.069,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0.254,0,0.154,0,0,0,0.069,0,0.085,0.154,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0.154,0,0.154,0,0,0,0.069,0,0.154,0.154,0,0,0,0,0,0.096,0,0,0,0,0
318,0,0,0.154,0,0.154,0,0,0,0.076,0,0.389,0.154,0,0,0,0,0,0.19,0,0,0,0,0
319,0,0,0.154,0,0.154,0,0,0,0.069,0,0.499,0.154,0,0,0,0,0,0.174,0,0,0,0,0
320,0,0,0.069,0.075,0.154,0,0,0,0.069,0,0.629,0.154,0,0,0,0,0,0.174,0,0.069,0,0.012,0
321,0.186,0,0,0.276,0.348,0,0,0,0.154,0,0.629,0.069,0,0,0.101,0,0,0,0,0.069,0,0.012,0
322,0.254,0,0,0.361,0.199,0,0,0,0.154,0,0.63,0.069,0,0,0,0,0,0,0,0,0,0,0
323,0.254,0,0,0.091,0.091,0,0,0,0.154,0,0.63,0.069,0,0,0,0,0,0,0,0,0,0,0
324,0.254,0,0,0.091,0.242,0,0,0,0.154,0,0.342,0,0,0,0,0,0,0,0,0,0,0,0
325,0.069,0,0,0,0.342,0,0.342,0,0.154,0,0.342,0,0,0.348,0,0,0.173,0,0,0.101,0,0,0
326,0,0,0,0.254,0.342,0,0.342,0,0.069,0,0.342,0,0,0.348,0,0,0.173,0,0,0.101,0,0,0
327,0,0,0,0.318,0.342,0,0.342,0.069,0.069,0,0.342,0,0,0.254,0,0,0.237,0,0,0,0,0,0
328,0,0.154,0,0.399,0.342,0,0.342,0.069,0.069,0,0.342,0,0,0.407,0,0,0.237,0,0,0,0,0.002,0
329,0,0.154,0,1,0.342,0,0.342,0.069,0.069,0,0.342,0,0,0.407,0,0,0.242,0,0,0,0,0.009,0
330,0.069,0.154,0,1,0.342,0,0.342,0.069,0.069,0,0.342,0,0,0.421,0,0,0.242,0,0,0,0,0.002,0
331,0.069,0.085,0,1,0.154,0,0.342,0,0.075,0,0.342,0,0,0.421,0,0,0.242,0,0,0,0,0.017,0
332,0.154,0.085,0,1,0.075,0,0.342,0,0.075,0,0.342,0,0,0.353,0,0,0.069,0,0,0,0,0.084,0
333,0.216,0.085,0,0.63,0.075,0,0.342,0,0.069,0,0.342,0,0,0.342,0,0,0.069,0,0,0,0,0.136,0
334,0.358,0.085,0,0.63,0.075,0,0.342,0.085,0,0,0.342,0,0,0.342,0,0.094,0.069,0,0,0,0.069,0.136,0.154
335,0.358,0.085,0,0.63,0.075,0,0.342,0,0,0,0.342,0,0,0.342,0.154,0.38,0.069,0,0,0,0.154,0.136,0.171
336,0.216,0.091,0,0.63,0.075,0,0.342,0,0,0,0.342,0,0,0.342,0.171,0.537,0.069,0,0,0,0.154,0.136,0.154
337,0.216,0.085,0,0.63,0.075,0,0.342,0,0,0,0.342,0,0,0.279,0.171,0.537,0.069,0,0,0,0.154,0.136,0.154
338,0.216,0.085,0,0.63,0.069,0,0.254,0,0.091,0,0.342,0.154,0,0.279,0.171,0.537,0,1,0,0,0.154,0.136,0.154
339,0.132,0.085,0.091,0.63,0.069,0,0.254,0,0.091,0,0.342,0.254,,0.279,0.171,0.342,0.069,1,0,0,0.154,0.143,0.154
340,0,0.085,0.085,0.529,0.069,0,0.254,0,0.101,0,0.342,0.254,,0.279,0.154,0.342,0.342,1,0.085,0,0.154,0.143,0.154
341,0.254,0,0.085,0.529,0.069,0,0.417,0,0.114,0,0.342,0.566,,0.279,0.154,0.342,0.428,1,0.085,0,0.254,0.065,0.154
342,0.254,0,0,0.529,0.069,0,0.342,0,0.091,0,0.342,0.351,,0.279,0.154,0.342,0.428,1,0.091,0,0.342,0.065,0.154
343,0.254,0,0,0.421,0.069,0,0.342,0.186,0.091,0,0.443,0.351,0.716,0.279,0.154,0.342,0.342,1,0.199,0,0.342,0.065,0.075
344,0.254,0.254,0,0.421,0.069,0,0.342,0.186,0.091,0,0.443,0.308,0.716,0.254,0.154,0.342,0.342,0.791,0.199,0,0.342,0.064,0.075
345,0.254,0.342,0,0.342,0,0,0.342,0.254,0.091,0.683,0.443,0.308,0.716,0.254,0.154,0.342,0.342,0.189,0.22,0,0.342,0.064,0.154
346,0.342,0.375,0,0.342,0,0,0.342,0.154,0.154,0.705,0.342,0.375,0.783,0.154,0.154,0.342,0.342,0.154,0.22,0,0.342,0.064,0.154
347,0.342,0.375,0,0.342,0,0,0.342,0.069,0.154,0.705,0.342,0.375,0.705,0.154,0.154,0.544,0.342,0.154,0.254,0,0.342,0.063,0.374
348,0.342,0.375,0,0.342,0,0,0.443,0,0.154,0.705,0.342,0.342,0.705,0.075,0.154,0.595,0.342,0.154,0.254,0,0.242,0.064,0.374
349,0.342,0.375,0,0.342,0,0,0.443,0,0.189,0.705,0.342,0.443,0.705,0.075,0.154,0.668,0.171,0.154,0.154,0,0.168,0,0.375
350,0.342,0.485,0,0.342,0.085,0,0.342,0,0.189,0.705,0.342,0.342,0.63,0.075,0.114,0.736,0.171,0.154,0.154,0.154,0.342,0,0.342
351,0.342,0.485,,0.342,0.085,0,0.342,0,0.193,0.705,0.342,0.342,0.63,0.075,0.171,0.63,0.171,0.154,0.154,0.154,0.342,0,0.342
352,0.342,0.81,,0.375,0.186,0,0.342,0,0.47,0.63,0.342,0.342,0.73,0.185,0.154,0.63,0.154,0.154,0.154,0.154,0.548,0,0.342
353,0.342,0.837,,0.375,0.293,0,0.342,0,0.381,0.63,0.342,0.428,0.63,0.119,0.154,0.63,0.091,0.254,0.154,0.154,0.548,0.064,0.342
354,0.46,0.837,,0.375,0.293,0,0.342,0,0.381,0.485,0.342,0.428,0.63,0.133,0.154,0.529,0,0.342,0.154,0.154,0.548,0.064,0.342
355,0.529,0.837,,0.375,0.293,0,0.342,0,0.342,0.375,0.342,0.428,0.63,0.168,0.154,0.529,0,0.342,0.154,0.154,0.548,0.237,0.428
356,0.529,0.837,,0.334,0.293,0,0.342,,0.342,0.375,0.342,0.485,0.529,0.342,0.154,0.529,0,0.342,0.154,0.154,0.464,0.335,0.428
357,0.529,0.837,,0.334,1,0.154,0.342,,0.342,0.375,0.342,0.529,0.529,0.342,0.154,0.529,0.428,0.342,0.154,0.254,0.457,0.335,0.476
358,0.529,0.837,0.705,0.428,0.764,0.154,0.342,0.304,0.342,0.342,0.443,0.529,0.529,0.342,0.154,0.476,0.529,0.342,0.154,0.254,0.428,0.335,0.476
359,0.342,1,0.705,0.428,0.764,0.154,0.342,0.571,0.254,0.342,0.443,0.529,0.443,0.342,0.154,0.476,0.529,0.293,0.154,0.254,0.428,0.374,0.476
360,0.342,0.476,0.705,0.428,0.764,0.154,0.342,0.428,0.254,0.342,0.443,0.428,0.381,0.254,0.154,0.63,0.428,0.342,0.091,0.254,0.428,0.374,0.476
361,0.342,0.421,0.63,0.428,0.705,0.443,0.342,0.428,0.254,0.342,0.375,0.428,0.381,0.254,0.091,0.63,0.428,0,0.116,0.254,0.428,0.374,0.476
362,0.342,0.421,0.63,0.428,0.705,0.443,0.342,0.428,0.254,0.342,0.375,0.428,0.381,0.254,0.091,0.63,0.342,0,,0.254,0.428,0.373,0.476
363,0.342,0.421,0.63,0.428,0.705,0.485,0.342,0.428,0.254,0.342,0.375,0.342,0.493,0.254,0.091,0.63,0.342,0.426,1,0.254,0.342,0.335,0.476
364,0.342,0.421,0.529,0.342,0.705,0.485,0.342,0.428,0.254,0.342,0.375,0.342,0.443,0.254,0.091,0.63,0.347,0.368,1,0.154,0.342,0.335,0.428
365,0.342,0.421,0.529,0.342,0.63,0.529,0.342,0.428,0.283,0.342,0.375,0.342,0.443,0.254,0.091,0.63,0.347,0.368,1,0.254,0.342,0.335,0.428

